playerID,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,adapt_score
cochrge01,0,0,0,0,22,1,0,0,0,0.14380000000000015
cochrgo01,1,0,0,0,0,0,0,0,0,0.0
cochrmi01,0,1451,0,0,0,0,1,0,0,0.0022999999999999687
cockmji01,0,0,0,0,13,0,0,0,0,0.0
cockral01,0,0,0,0,0,0,0,0,1,0.0
cocopa01,10,0,0,0,0,0,0,0,0,0.0
cocrege01,17,0,0,0,0,0,0,0,0,0.0
codirch01,144,0,0,0,0,0,0,0,0,0.0
coellro01,28,0,0,0,0,0,0,0,0,0.0
coffeja01,0,0,0,23,14,73,0,0,0,1.0148
coffeto01,461,0,0,0,0,0,0,0,0,0.0
coffiiv01,0,0,0,0,15,4,0,0,0,0.6263000000000001
coffmdi01,472,0,0,0,0,0,0,0,0,0.0
coffmke01,31,0,0,0,0,0,0,0,0,0.0
coffmsl01,121,0,0,0,0,0,0,0,0,0.0
cogandi01,8,0,0,0,0,1,0,3,0,0.9805999999999999
coganto01,39,0,0,0,0,0,0,0,0,0.0
coggida01,60,0,0,0,0,0,0,0,0,0.0
coggifr01,0,0,0,71,0,0,0,0,0,0.0
coggiri01,0,0,0,0,0,0,19,110,210,1.0358
coghlch01,0,0,11,37,29,0,481,95,49,1.0223
cogswed01,0,0,109,0,0,0,0,0,0,0.0
cohenal01,0,0,0,0,0,0,12,3,1,0.7715999999999998
cohenan01,0,0,0,230,4,14,0,0,0,0.2397999999999998
cohenhy01,7,0,0,0,0,0,0,0,0,0.0
cohensy01,55,0,0,0,0,0,1,0,0,0.059800000000000075
cokeph01,407,0,0,0,0,0,0,0,0,0.0
cokerji01,0,194,0,0,0,0,2,0,0,0.0343
colabch01,0,0,91,0,0,0,34,0,43,1.2901
colanmi01,0,0,0,0,0,0,40,15,9,1.1062
colavro01,2,0,11,0,0,0,525,0,1282,0.8224999999999998
colbecr01,0,45,0,4,10,0,0,0,0,0.7410999999999999
colbemi01,0,79,0,0,0,0,0,0,0,0.0
colbena01,0,0,890,0,1,0,58,5,3,0.23059999999999992
colbevi01,95,0,0,0,0,0,0,0,0,0.0
colboji01,301,0,0,0,0,0,0,0,0,0.0
colbrgr01,0,1,739,0,18,0,0,0,6,0.10959999999999992
colcoto01,49,0,0,0,0,0,0,0,1,0.06689999999999996
coleaj01,11,0,0,0,0,0,0,0,0,0.0
coleal01,0,0,0,0,0,0,42,390,54,0.6345000000000001
colebe01,177,0,0,0,0,0,0,3,0,0.05580000000000007
coleda01,84,0,0,0,0,0,0,0,0,0.0
coledi01,0,0,2,117,104,174,0,0,0,1.4526
coleed01,42,0,0,0,0,0,0,0,0,0.0
colege01,94,0,0,0,0,0,0,0,0,0.0
coleki01,129,0,0,0,0,0,0,0,0,0.0
colembo01,0,108,0,0,0,0,0,0,0,0.0
colemca01,58,0,0,0,0,0,0,0,0,0.0
colemch01,0,154,0,0,0,0,1,0,0,0.021700000000000053
colemcu01,0,0,0,0,10,0,0,0,0,0.0
colemda01,0,0,0,0,0,0,3,5,1,1.1972
colemdu01,0,0,0,0,2,0,0,0,0,0.0
colemed01,0,0,0,0,0,0,2,0,310,0.02159999999999984
colemgo01,0,0,658,0,0,0,0,0,0,0.0
colemje01,0,0,0,574,41,114,0,0,0,0.6694
colemjo01,107,0,37,2,0,0,47,71,393,1.277
colemjo02,1,0,0,0,0,0,0,0,0,0.0
colemjo03,1,0,0,0,0,0,0,0,0,0.0
colemjo04,223,0,0,0,0,0,0,0,0,0.0
colemjo05,484,0,0,0,0,0,0,0,0,0.0
colemlo01,213,0,0,0,0,0,0,0,0,0.0
colemmi01,0,0,0,0,0,0,2,15,3,0.7865000000000002
colempe01,14,0,0,0,0,0,0,0,0,0.0
colemra01,0,0,0,0,0,0,152,146,204,1.473
colemri01,95,0,0,0,0,0,0,0,0,0.0
colemvi01,0,0,0,0,0,0,1153,154,25,0.43089999999999984
colesca01,0,0,3,0,0,0,2,30,7,0.9032
colesch01,0,0,0,0,0,0,3,1,0,0.7189999999999999
colesda01,0,0,84,0,367,17,123,0,227,1.5742
colest01,0,0,0,5,0,1,0,0,0,0.5125000000000002
coletch01,0,0,0,0,0,0,5,0,2,0.7938000000000001
colevi01,8,0,0,0,0,0,0,0,0,0.0
colewi01,0,0,0,0,0,0,0,68,0,0.0
colgaed01,0,44,0,0,0,0,2,0,2,0.2764000000000002
colinal01,0,1,0,0,0,0,0,0,0,0.0
collaal01,40,0,0,0,0,0,0,0,0,0.0
collaha01,35,0,0,0,0,0,0,0,0,0.0
collawi01,6,0,0,0,0,0,0,0,0,0.0
collibi01,0,3,0,0,0,1,0,0,2,1.3229
collibi02,0,0,0,0,1,0,150,36,28,0.9361999999999999
collich01,0,0,0,80,0,17,0,0,0,0.5356999999999998
collida01,2,0,0,0,0,1,0,2,7,1.2815
collida02,0,0,125,0,0,0,716,205,221,1.3326
collido01,44,0,0,0,0,0,0,0,0,0.0
collied01,0,0,0,2648,1,40,2,3,5,0.06349999999999989
collied02,0,0,0,1,0,0,6,10,51,0.7930999999999999
colliha01,14,0,4,0,0,0,0,4,2,1.2815
collihu01,0,0,9,381,3,20,241,31,0,1.1856
colliji01,0,0,0,2,1683,6,0,7,21,0.07050000000000001
collijo01,0,0,715,0,0,0,28,9,82,0.4647999999999999
collike01,0,0,1,29,82,4,1,0,1,0.9047999999999998
collilo01,0,0,0,6,28,156,38,22,2,1.2129
collior01,1,0,0,0,0,0,0,6,2,1.0
collior02,2,0,0,0,0,0,0,0,0,0.0
collipa01,0,399,5,0,0,0,0,0,0,0.04150000000000009
colliph01,292,0,0,0,0,0,0,0,0,0.0
collira01,199,0,0,0,0,0,0,0,0,0.0
colliri01,311,0,0,2,0,0,0,0,0,0.021500000000000075
colliri02,0,0,894,0,0,0,16,0,59,0.2553000000000001
colliri03,0,45,0,0,0,0,0,0,0,0.0
collish01,0,0,368,5,0,0,131,299,936,1.3818
colliti01,228,0,0,0,0,0,0,0,0,0.0
collity01,0,0,0,0,0,0,55,30,20,1.3127
colliwi01,0,0,0,0,0,0,14,6,8,1.3575
collizi01,0,0,0,0,0,0,32,145,72,1.1773
collmjo01,203,0,0,0,0,0,0,0,0,0.0
colluja01,171,0,0,0,0,0,0,0,0,0.0
collvbi01,0,0,0,0,0,0,0,0,1,0.0
colmafr01,0,0,31,0,0,0,20,0,82,1.1284
colomal01,108,0,0,0,0,0,0,0,0,0.0
colomje01,341,0,0,0,0,0,0,0,0,0.0
colonba01,509,0,0,0,0,0,0,0,0,0.0
colonch01,0,0,0,57,28,27,0,0,0,1.3512
coloncr01,0,0,0,0,0,14,0,0,0,0.0
colonjo01,11,0,0,0,0,0,0,0,0,0.0
colonro01,124,0,0,0,0,0,0,0,0,0.0
colpadi01,8,0,0,0,0,0,0,0,0,0.0
colsolo01,1,0,0,0,0,0,0,0,0,0.0
coltola01,1,0,0,0,0,0,0,0,0,0.0
colucbo01,0,0,0,0,0,0,48,153,162,1.3067
colvity01,0,0,36,0,0,0,122,89,166,1.6067
colyest01,61,0,0,0,0,0,0,0,0,0.0
combege01,18,0,0,0,0,0,0,0,0,0.0
combsea01,0,0,0,0,0,0,215,1157,41,0.5697000000000001
combsme01,0,0,0,3,26,96,0,0,0,0.6998000000000002
combspa01,56,0,0,0,0,0,0,0,0,0.0
comeljo01,7,0,0,0,0,0,0,0,0,0.0
comerst01,176,0,0,0,0,0,0,0,0,0.0
comerwa01,0,2,0,0,2,0,83,115,69,1.4816
comisch01,4,0,1363,25,0,0,3,3,11,0.10970000000000013
commaji01,0,0,0,0,6,0,0,0,0,0.0
comorad01,0,0,0,0,0,0,573,87,76,0.7061999999999999
comptcl01,1,0,0,0,0,0,0,0,0,0.0
comptja01,8,0,0,0,0,0,0,0,0,0.0
comptmi01,0,46,0,0,0,0,0,0,0,0.0
comptpe01,0,0,0,0,0,0,72,56,81,1.4754
comstke01,144,0,0,0,0,0,0,0,1,0.02320000000000011
comstra01,40,0,0,0,0,0,0,0,0,0.0
conatcl01,0,0,0,0,0,0,39,66,16,1.2347
conceda01,1,0,62,130,121,2177,0,8,0,0.42779999999999996
concege01,3,0,0,0,0,0,0,0,0,0.0
conceon01,0,0,0,62,33,287,0,0,0,0.7791000000000001
condera01,0,0,0,0,7,0,0,0,0,0.0
condrcl01,179,0,0,0,0,0,0,0,0,0.0
conebo01,1,0,0,0,0,0,0,0,0,0.0
coneda01,450,0,0,0,0,0,0,0,0,0.0
conefr01,0,0,0,0,0,0,18,0,1,0.1732999999999998
confomi01,0,0,0,0,0,0,123,6,9,0.3578999999999999
congabu01,0,0,0,0,0,0,21,6,277,0.29190000000000005
congedi01,19,0,0,0,0,0,0,0,0,0.0
congeha01,0,339,0,0,0,0,1,0,0,0.00990000000000002
conigbi01,0,0,0,0,0,0,101,151,94,1.4465
conigto01,0,0,0,0,0,0,83,26,730,0.4215
coninje01,0,0,1002,0,68,0,826,0,124,1.2368
conkwal01,5,0,0,0,0,0,0,0,0,0.0
conlajo01,0,0,0,0,0,0,0,75,18,0.5836000000000001
conlead01,40,0,0,0,0,0,0,0,0,0.0
conlebo01,2,0,0,0,0,0,0,0,0,0.0
conleed01,8,0,0,0,0,0,0,0,0,0.0
conlege01,276,0,0,0,0,0,0,0,0,0.0
conlesn01,65,0,0,0,0,0,0,0,0,0.0
conlojo01,0,0,0,36,4,6,0,0,0,0.6924000000000001
connabr01,0,0,26,0,0,0,0,0,0,0.0
connafr01,0,7,0,1,0,98,32,2,0,0.9039999999999999
connafr02,0,0,2,0,49,0,0,0,0,0.1299999999999999
connasa01,304,0,0,0,0,0,0,0,0,0.0
connbe01,5,0,0,5,0,0,0,0,0,1.0157
connebi01,25,0,0,0,0,0,0,0,0,0.0
connege01,0,6,0,0,0,0,0,0,0,0.0
connepe01,0,0,1,0,11,0,0,0,0,0.27
connest01,3,0,0,0,0,0,0,0,0,0.0
connete01,0,1,0,0,0,0,0,0,0,0.0
conneto01,0,0,0,0,0,0,0,1,2,0.8786999999999998
connobi01,26,0,0,0,0,0,0,0,0,0.0
connobu01,0,0,0,0,2,34,0,0,0,0.18259999999999987
connoch01,0,0,57,0,0,0,0,0,0,0.0
connoed01,0,148,0,0,0,0,0,0,0,0.0
connoed02,42,0,0,0,0,0,0,0,0,0.0
connoje01,0,0,0,0,0,0,0,0,1,0.0
connoji01,0,0,0,267,25,0,0,0,0,0.27700000000000014
connojo01,3,0,0,0,1,0,0,3,0,1.3264
connojo02,12,0,0,0,0,0,0,0,0,0.0
connojo03,0,75,2,1,3,1,0,1,4,0.4618000000000002
connojo04,0,0,0,0,0,0,335,7,28,0.30989999999999984
connojo05,0,0,0,0,0,0,2,17,39,0.9180000000000001
connome01,0,0,16,0,28,0,0,0,0,0.923
connone01,0,0,4,0,0,0,0,0,3,0.9897999999999998
connore01,0,0,0,0,0,0,0,2,0,0.0
connoro01,0,0,1759,68,111,0,5,56,1,0.40039999999999987
connoto01,0,0,0,0,24,4,11,0,8,1.4391
conovte01,1,0,0,0,0,0,0,0,0,0.0
conrabr01,0,0,8,55,66,1,0,0,0,1.1735
conrobe01,0,0,0,42,0,74,0,1,0,0.9430999999999998
conrobi01,0,0,6,0,10,0,0,1,0,1.083
conrobi02,0,160,1,0,0,0,0,0,0,0.02090000000000014
conroti01,135,0,0,0,0,0,0,0,0,0.0
conrowi01,0,0,10,34,666,349,224,76,10,1.5037
consobi01,0,0,0,102,61,318,0,0,0,1.0205
constji01,56,0,0,0,0,0,0,0,0,0.0
constjo01,0,0,0,0,0,0,49,11,17,1.0829
consusa01,248,0,0,0,1,0,0,0,0,0.013500000000000068
contija01,0,0,0,0,0,0,25,53,81,1.3035
contrca01,39,0,0,0,0,0,0,0,0,0.0
contrjo01,299,0,0,0,0,0,0,0,0,0.0
contrna01,8,0,0,0,0,0,0,0,0,0.0
contrwi01,0,57,3,0,0,0,24,0,0,0.9079999999999999
conveji01,35,0,0,0,0,0,0,0,0,0.0
conwabi01,0,8,0,0,0,0,0,0,0,0.0
conwach01,0,0,0,0,0,0,0,0,2,0.0
conwadi01,41,0,0,0,0,0,3,1,15,0.9350999999999998
conwaja01,0,0,0,68,7,46,0,0,0,1.1106
conwaje01,1,0,0,0,0,0,0,0,0,0.0
conwaji01,56,0,0,0,0,2,1,1,1,0.27470000000000017
conwaow01,0,0,0,0,4,0,0,0,0,0.0
conwape01,126,0,1,0,0,1,14,20,10,0.8675000000000002
conwari01,0,0,0,5,1,0,0,0,0,0.5125000000000002
conweed01,0,0,0,0,1,0,0,0,0,0.0
conyehe01,0,0,1,0,0,0,0,0,0,0.0
conzejo01,54,0,0,0,0,0,0,0,0,0.0
coogada01,0,5,0,0,1,18,0,0,2,0.9561999999999999
coogada02,0,0,32,0,0,0,0,0,0,0.0
cookaa01,256,0,0,0,0,0,0,0,0,0.0
cookan01,4,0,0,0,0,0,0,0,0,0.0
cookcl01,0,0,5,0,86,0,11,2,22,1.001
cookde01,665,0,0,0,0,0,0,0,0,0.0
cookdo01,0,0,0,0,0,0,0,25,260,0.2835000000000001
cookea01,1,0,0,0,0,0,0,0,0,0.0
cookedu01,0,0,0,0,0,0,157,148,200,1.4797
cookefr01,0,0,0,0,0,0,0,0,5,0.0
cookest01,104,0,0,0,0,0,0,0,0,0.0
cookgl01,9,0,0,0,0,0,0,0,0,0.0
cookji01,0,0,1,2,0,0,0,5,0,1.0971
cookmi01,41,0,0,0,0,0,0,0,0,0.0
cookpa01,0,284,81,0,0,2,2,2,10,0.7715000000000001
cookro01,5,0,0,0,0,0,0,0,0,0.0
cookro02,46,0,0,0,0,0,0,0,0,0.0
cookry01,217,0,0,0,0,0,0,0,0,0.0
cooksbr01,0,0,0,0,0,0,12,0,3,0.6000000000000001
coolbmi01,0,0,0,0,31,3,0,0,0,0.2850999999999999
coolbsc01,0,0,4,0,147,0,0,0,0,0.08829999999999982
cooledu01,0,11,184,1,18,9,549,479,69,1.5211
coombbo01,30,0,0,0,0,0,0,0,0,0.0
coombce01,0,0,0,0,0,0,0,7,0,0.0
coombda01,144,0,0,0,0,0,0,0,0,0.0
coombja01,354,0,1,0,0,0,1,13,47,0.4807999999999999
coomero01,0,0,408,0,391,0,0,0,35,1.1181
coonebi01,3,0,0,1,0,1,0,0,2,1.5948
coonebo01,28,0,0,0,0,0,0,0,0,0.0
cooneji01,0,1,0,0,0,324,0,0,0,0.010400000000000187
cooneji02,0,0,0,30,9,399,1,0,0,0.29990000000000006
coonejo01,159,0,93,0,0,0,47,632,130,1.284
cooneph01,0,0,0,0,1,0,0,0,0,0.0
cooneti01,6,0,0,0,0,0,0,0,0,0.0
coonwi01,2,22,0,4,4,0,0,2,30,1.4524
coopebr01,42,0,0,0,0,0,0,0,0,0.0
coopeca01,1,0,0,0,0,0,0,0,0,0.0
coopece01,0,0,1475,0,0,0,0,0,0,0.0
coopecl01,0,0,33,0,0,0,191,50,43,1.2397
coopeda01,0,0,44,0,0,0,0,0,0,0.0
coopedo01,44,0,0,0,0,0,0,0,0,0.0
coopega01,0,0,0,0,0,0,11,2,0,0.47730000000000006
coopega02,0,0,0,0,4,0,0,0,0,0.0
coopegu01,11,0,0,0,0,0,0,0,0,0.0
coopemo01,295,0,0,0,0,0,0,0,0,0.0
coopepa01,1,0,1,0,0,0,0,0,0,1.0157
coopesc01,0,0,72,1,467,2,0,0,0,0.4367000000000001
coopewa01,0,1223,0,0,0,0,0,0,0,0.0
coopewi01,517,0,0,0,0,0,1,0,1,0.0129999999999999
copelma01,1,0,0,0,0,0,0,0,0,0.0
copelsc01,5,0,0,0,0,0,0,0,0,0.0
coppiro01,82,0,0,0,0,0,0,0,0,0.0
coppohe01,25,0,0,0,0,0,0,0,0,0.0
coquitr01,0,0,0,14,30,0,2,0,1,1.0197
coraal01,0,0,13,530,48,616,1,0,0,1.1361
corajo01,0,1,0,970,11,46,0,0,0,0.18730000000000002
corbedo01,313,0,0,0,0,0,0,0,0,0.0
corbege01,0,0,28,1,3,0,0,0,0,0.4066000000000001
corbejo01,62,0,0,0,1,3,4,0,0,0.37860000000000005
corbesh01,42,0,0,0,0,0,0,0,0,0.0
corbiar01,37,0,0,0,0,0,0,0,0,0.0
corbicl01,0,0,0,68,19,108,0,0,0,1.1812
corbipa01,106,0,0,0,0,0,0,0,0,0.0
corbira01,181,0,0,0,0,0,0,0,0,0.0
corcida01,5,0,0,0,0,0,0,0,0,0.0
corcoar01,0,0,0,0,1,0,0,0,0,0.0
corcoja01,1,38,0,4,0,2,4,2,3,0.9843999999999999
corcojo01,0,0,0,0,2,4,0,0,0,0.8786999999999998
corcola01,277,0,0,1,1,25,9,10,21,0.6448
corcomi01,1,0,0,0,0,0,0,0,0,0.0
corcomi02,0,0,0,14,0,0,0,0,0,0.0
corcoro01,82,0,0,0,0,0,0,0,0,0.0
corcoti01,0,0,183,0,0,0,20,8,147,1.1932
corcoti02,40,0,0,0,0,0,0,0,0,0.0
corcoto01,0,0,0,129,0,2075,0,0,0,0.19209999999999994
cordech01,314,0,0,0,0,0,0,0,0,0.0
cordefr01,800,0,0,0,0,0,0,0,0,0.0
cordewi01,0,0,265,47,2,383,400,0,17,1.5962
cordier01,15,0,0,0,0,0,0,0,0,0.0
cordofr01,166,0,0,0,0,0,0,0,0,0.0
cordoma01,0,0,0,0,0,0,681,13,73,0.36350000000000016
coreybr01,91,0,0,0,0,0,0,0,0,0.0
coreyed01,1,0,0,0,0,0,0,0,0,0.0
coreyfr01,93,1,7,11,237,38,8,29,46,1.5653
coreyma01,0,0,0,0,0,0,23,0,32,0.9817999999999998
coreyma02,81,0,0,0,0,0,0,0,0,0.0
corgach01,0,0,0,13,0,17,0,0,0,0.9931000000000001
corharo01,0,0,0,0,1,126,0,0,0,0.026499999999999968
corkhpo01,17,0,26,3,15,17,6,615,420,1.1637
corkimi01,157,0,0,0,0,0,0,0,0,0.0
cormila01,290,0,0,0,0,0,0,0,0,0.0
cormirh01,683,0,0,0,0,0,0,0,0,0.0
cornebr01,14,0,0,0,0,0,0,0,0,0.0
corneje01,23,0,0,0,0,0,0,0,0,0.0
cornejo01,1,0,0,0,0,0,0,0,0,0.0
cornema01,25,0,0,0,0,0,0,0,0,0.0
cornena01,56,0,0,0,0,0,0,0,0,0.0
cornere01,45,0,0,0,0,0,0,0,0,0.0
cornute01,29,0,0,0,0,0,0,0,0,0.0
corpama01,359,0,0,0,0,0,0,0,0,0.0
corpoca01,0,217,1,0,0,0,0,0,0,0.015499999999999847
corrapa01,0,292,0,0,0,0,0,0,0,0.0
correca01,0,0,0,0,0,252,0,0,0,0.0
correed01,52,0,0,0,0,0,0,0,0,0.0
correke01,358,0,0,0,0,0,0,0,0,0.0
correro01,0,0,0,19,5,48,0,0,0,0.968
correvi01,0,380,0,0,0,0,0,0,0,0.0
corrifr01,180,0,6,0,0,0,1,0,1,0.14210000000000012
corriph01,0,0,0,2,0,0,1,0,0,0.8786999999999998
corrire01,0,0,0,10,51,145,0,1,0,0.883
corsiji01,368,0,0,0,0,0,0,0,0,0.0
cortba01,7,0,0,0,0,0,0,0,0,0.0
corteda01,86,0,0,0,0,0,0,0,0,0.0
corteda02,14,0,0,0,0,0,0,0,0,0.0
cortefe01,0,0,0,9,1,2,0,0,0,0.7814999999999999
corwial01,117,0,0,0,0,0,0,0,0,0.0
cosarja01,67,0,0,0,0,0,0,0,0,0.0
coscajo01,0,0,0,14,140,33,0,0,0,0.7814000000000001
coscape01,0,0,0,661,5,163,0,0,1,0.6152000000000002
cosgrmi01,119,0,0,0,0,0,0,0,0,0.0
cosmaji01,12,0,0,0,0,0,0,0,0,0.0
costami01,0,0,2,0,0,0,0,0,0,0.0
costash01,0,0,0,0,0,0,40,21,52,1.376
costech01,0,218,20,0,0,0,0,0,0,0.2721
costeda01,0,0,1,0,0,0,38,13,32,1.3689
costejo01,119,0,0,0,0,0,0,0,0,0.0
costoti01,0,0,14,0,2,0,11,0,16,1.5736
cotahu01,0,163,0,0,0,0,0,0,0,0.0
cotehe01,0,20,0,0,0,0,0,0,0,0.0
cothaca01,35,0,0,0,0,0,0,0,0,0.0
cotteda01,1,0,0,0,0,0,0,0,0,0.0
cottedi01,0,41,0,0,0,0,0,0,0,0.0
cotteed01,0,0,0,0,8,5,0,0,0,0.9489000000000001
cotteho01,0,0,90,0,0,0,0,0,0,0.0
cotteto01,0,5,0,0,0,0,0,0,1,0.5125000000000002
cottich01,0,0,0,483,31,33,0,0,0,0.3849
cottohe01,0,0,0,0,0,0,322,355,133,1.359
cottojh01,5,0,0,0,0,0,0,0,0,0.0
cottren01,12,0,0,0,0,0,0,0,0,0.0
cottsne01,483,0,0,0,0,0,0,0,0,0.0
couchjo01,147,0,0,0,0,0,0,0,0,0.0
couchmi01,8,0,0,0,0,0,0,0,0,0.0
coughbi01,0,0,0,28,983,35,0,0,0,0.2008000000000001
coughde01,0,0,1,1,0,1,0,5,0,1.1821
coughed01,1,0,0,0,0,0,0,0,1,1.0157
coughma01,0,0,0,15,9,0,0,0,0,0.9375
coughro01,19,0,0,0,0,0,0,0,0,0.0
couloda01,54,0,0,0,0,0,0,0,0,0.0
coulsbo01,0,0,0,0,0,0,15,3,178,0.3005
coultch01,0,0,0,6,0,0,0,0,0,0.0
coumbfr01,193,0,0,0,0,0,1,1,3,0.0849000000000002
counscr01,0,0,4,574,385,478,1,0,0,1.4789
courtcl01,0,803,0,0,0,0,0,0,0,0.0
courter01,0,0,75,11,362,36,40,1,6,1.0271
courtha01,94,0,0,0,0,0,0,0,0,0.0
courtjo01,1,0,0,0,0,0,0,0,0,0.0
couside01,0,5,0,0,0,0,0,0,0,0.0
cousisc01,0,0,0,0,0,0,13,31,28,1.3834
coutljo01,64,0,0,0,0,0,0,0,0,0.0
covelha01,198,0,0,0,0,0,0,0,0,0.0
covelst01,450,0,0,0,0,0,0,0,1,0.00749999999999984
covenja01,0,4,0,0,0,0,0,0,0,0.0
covinch01,19,0,0,0,0,0,0,0,0,0.0
covinsa01,0,0,33,0,0,0,0,0,0,0.0
covinte01,31,0,0,0,0,0,0,0,0,0.0
covinwe01,0,0,0,0,0,0,759,1,42,0.17669999999999986
cowanbi01,0,0,25,3,3,1,80,211,42,1.2889
cowarka01,0,0,1,15,54,0,0,0,0,0.6831999999999998
cowenal01,0,0,0,0,7,0,34,197,1292,0.49639999999999995
cowgico01,0,0,0,0,0,0,151,64,86,1.3546
cowlejo01,95,0,0,0,0,0,0,0,0,0.0
coxbi01,50,0,0,0,0,0,0,0,0,0.0
coxbi02,0,0,0,53,699,299,0,0,0,0.9508999999999999
coxbo01,0,0,0,6,188,0,0,0,0,0.10289999999999999
coxca01,308,0,0,0,0,0,0,0,0,0.0
coxda01,278,0,0,0,0,0,0,0,0,0.0
coxda02,0,14,0,0,0,0,0,0,0,0.0
coxdi01,0,0,0,0,0,0,4,0,224,0.058699999999999974
coxer01,1,0,0,0,0,0,0,0,0,0.0
coxfr01,0,0,0,0,0,27,0,0,0,0.0
coxge01,26,0,0,0,0,0,0,0,0,0.0
coxgl01,17,0,0,0,0,0,0,0,0,0.0
coxje01,0,0,0,59,0,0,0,0,0,0.0
coxji01,0,0,0,98,0,0,0,0,0,0.0
coxla01,0,343,0,0,0,0,0,0,0,0.0
coxle01,2,0,0,0,0,0,0,0,0,0.0
coxre01,3,0,0,0,0,0,0,0,0,0.0
coxst01,0,0,216,0,0,0,34,0,32,0.7433000000000001
coxte01,3,0,0,0,0,0,0,0,0,0.0
coxte02,0,0,8,5,165,1,49,0,5,0.8972000000000002
coylebi01,2,0,0,0,0,0,0,0,0,0.0
coyneto01,0,0,0,0,1,0,0,0,0,0.0
cozarch01,5,0,0,0,0,0,0,0,0,0.0
cozarza01,0,0,0,0,0,609,0,0,0,0.0
crabbca01,0,0,0,5,0,3,1,0,2,1.5377
crabbro01,9,0,0,0,0,0,0,0,0,0.0
crablge01,2,0,0,0,0,0,0,0,0,0.0
crabtes01,0,0,4,0,5,0,62,156,124,1.4322
crabtti01,342,0,0,0,0,0,0,0,0,0.0
craddwa01,29,0,0,0,0,0,0,0,0,0.0
cradlri01,0,0,0,0,0,0,1,2,1,1.3654
craftha01,0,0,2,0,0,0,1,548,3,0.0365000000000002
craftmo01,29,0,0,0,0,0,1,0,0,0.11079999999999979
craghho01,15,0,0,0,0,0,0,0,0,0.0
craigal01,0,0,240,9,4,0,82,5,184,1.4189
craigge01,2,0,0,0,0,0,0,0,0,0.0
craigpe01,6,0,0,0,0,0,0,0,0,0.0
craigro01,368,0,0,0,0,0,0,0,0,0.0
craigro02,0,0,0,0,0,0,15,63,27,1.1571
crainje01,532,0,0,0,0,0,0,0,0,0.0
cramebi01,1,0,0,0,0,0,0,0,0,0.0
cramebo01,9,0,0,0,0,0,0,0,0,0.0
cramedi01,0,0,0,0,0,0,0,1,1,1.0157
cramedo01,1,0,0,0,0,1,32,2027,85,0.1846000000000001
cramje01,23,0,0,0,0,0,0,0,0,0.0
crandde01,0,1479,14,0,0,0,1,0,9,0.05370000000000008
cranddo01,303,0,1,70,0,8,0,1,3,0.6650999999999998
craneed01,204,46,7,0,0,0,37,13,95,1.4901
cranefr01,0,0,20,1,0,1,0,0,1,0.4331999999999998
cranesa01,0,0,1,348,0,22,1,2,5,0.2709999999999999
cranesa02,0,0,0,5,12,133,0,0,4,0.44930000000000003
cravaga01,0,0,5,0,0,0,105,39,955,0.4396
cravebi01,0,70,7,173,7,91,0,7,5,1.4979
cravyty01,34,0,0,0,0,0,0,0,0,0.0
crawfbr01,0,0,0,0,0,795,0,0,0,0.0
crawfca01,1,0,0,0,0,0,0,0,0,0.0
crawfca02,0,0,0,0,0,0,1595,54,0,0.10890000000000022
crawfev01,10,0,0,0,0,0,0,0,0,0.0
crawffo01,0,0,0,0,6,46,0,0,0,0.3668999999999998
crawfge01,0,0,0,0,0,1,0,0,4,0.6000000000000001
crawfgl01,0,0,0,14,0,34,7,0,32,1.5444
crawfja01,0,0,0,0,0,0,0,2,1,0.8786999999999998
crawfji01,181,0,0,0,0,0,0,0,0,0.0
crawfjo01,19,0,0,0,0,0,0,0,0,0.0
crawfke01,0,0,14,0,0,0,1,0,3,0.6951
crawfla01,6,0,0,0,0,0,0,0,0,0.0
crawfpa01,0,0,50,93,16,0,0,0,0,1.1446
crawfpa02,15,0,0,0,0,0,0,0,0,0.0
crawfsa01,0,0,151,0,0,0,137,481,1682,0.9742999999999999
crawfst01,277,0,0,0,0,0,0,0,0,0.0
crawfwi01,0,0,0,0,0,0,323,41,654,0.9777
creamge01,0,0,0,473,6,3,0,17,5,0.2059000000000002
credejo01,0,0,0,0,875,1,0,0,0,0.0038999999999997925
creebi01,0,0,0,6,1,10,385,263,45,1.1876
creedpa01,0,0,0,2,0,0,0,0,0,0.0
creegma01,0,3,1,0,2,0,0,5,1,1.701
creekdo01,279,0,0,0,0,0,0,0,0,0.0
creelgu01,0,0,0,0,0,4,0,0,0,0.0
creelja01,26,0,0,0,0,0,0,0,0,0.0
creelke01,55,0,0,0,0,0,0,0,0,0.0
cregape01,0,0,0,0,0,0,5,0,2,0.7938000000000001
cregebe01,0,0,0,0,0,13,0,0,0,0.0
cremibo01,4,0,0,0,0,0,0,0,0,0.0
crespce01,0,0,0,49,6,29,22,19,5,1.8338
crespcr01,0,0,0,234,2,17,0,0,0,0.24630000000000019
crespfe01,0,0,32,29,15,0,41,1,34,1.9828
cressja01,122,0,0,0,0,0,0,0,0,0.0
cresswa01,33,0,0,0,0,0,0,0,0,0.0
crewsti01,281,0,0,0,0,0,0,0,0,0.0
crideje01,53,0,0,0,0,0,0,0,0,0.0
crigelo01,0,984,10,0,1,0,1,0,0,0.0405000000000002
crimch01,449,0,1,0,0,0,0,0,0,0.00749999999999984
