playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr,adapt_score
batesja01,319,143.0,319,236,0,0,0,158,36,57,0,0,0,0,0.0,109.0,7.0,1.098
batesjo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,,0.0
batesjo02,1156,423.0,1156,1108,0,0,0,0,0,0,217,641,225,1081,0.0,31.0,1.0,1.1929
batesra01,155,131.0,155,138,0,0,0,0,136,0,0,2,0,2,0.0,6.0,9.0,0.04859999999999998
bathebi01,121,36.0,121,54,0,54,0,0,0,0,0,0,0,0,0.0,73.0,0.0,0.0
batiske01,6,2.0,6,5,0,0,0,0,0,0,2,0,3,5,0.0,0.0,2.0,0.9653
batiski01,251,157.0,251,216,0,0,0,0,125,96,0,0,0,0,0.0,39.0,3.0,0.9937999999999998
batismi01,658,248.0,397,658,658,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
batisra01,22,1.0,22,8,0,0,8,0,0,0,0,0,0,0,0.0,15.0,1.0,0.0
batisto01,1309,1150.0,1309,1171,0,0,27,94,807,260,0,0,0,0,52.0,110.0,16.0,0.9750000000000001
battala01,2,,2,2,0,0,0,0,2,0,0,0,0,0,,,,0.0
batteea01,1141,1016.0,1141,1088,0,1088,0,0,0,0,0,0,0,0,0.0,71.0,3.0,0.0
battege01,1,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
battijo01,480,,480,480,3,2,0,125,340,5,0,9,6,15,,,,0.8986999999999998
battlal01,108,55.0,108,79,0,0,0,0,0,0,39,34,14,79,0.0,27.0,11.0,1.3513
battlho01,29,4.0,29,13,0,0,0,0,13,0,0,0,0,0,1.0,15.0,4.0,0.0
battlji01,6,3.0,6,6,0,0,0,0,4,2,0,0,0,0,0.0,0.0,0.0,0.8786999999999998
battoch01,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
battsma01,546,409.0,546,474,0,474,0,0,0,0,0,0,0,0,0.0,84.0,1.0,0.0
baueral01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,,,0.0
bauerha01,1544,1274.0,1544,1448,0,1,0,0,0,0,181,28,1289,1448,0.0,151.0,16.0,0.4479000000000002
bauerlo01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bauerri01,187,10.0,14,187,187,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bauerru01,129,71.0,129,129,129,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bauertr01,100,91.0,12,100,100,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
baughju01,79,60.0,79,72,0,0,0,64,0,8,0,0,0,0,5.0,1.0,9.0,0.35420000000000007
baumabu01,11,0.0,11,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
baumafr01,246,78.0,246,244,244,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
baumapa01,301,218.0,301,241,0,0,0,151,51,3,15,4,20,39,0.0,57.0,6.0,1.1819
baumeji01,18,13.0,18,15,0,0,0,9,0,6,0,0,0,0,0.0,0.0,2.0,0.9653
baumgge01,124,79.0,124,124,124,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
baumgha01,9,0.0,9,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
baumgjo01,7,7.0,7,7,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0
baumgro01,92,84.0,14,90,90,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,0.0
baumgst01,154,42.0,154,144,143,0,0,0,0,0,0,0,1,1,0.0,4.0,2.0,0.023400000000000087
baumhfr01,1019,805.0,1019,845,0,0,0,0,0,0,78,297,521,845,0.0,181.0,12.0,1.1325
bausege01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,,,0.0
bautaed01,97,0.0,97,97,97,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bautida01,895,601.0,895,779,0,0,0,0,0,0,172,124,523,779,6.0,149.0,25.0,1.081
bautide01,131,21.0,91,131,131,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bautijo01,314,49.0,218,312,312,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
bautijo02,1519,1397.0,1519,1364,0,0,27,5,386,0,55,84,864,982,106.0,63.0,19.0,1.1508
baxesji01,88,73.0,88,79,0,0,0,48,32,0,0,0,0,0,0.0,13.0,1.0,0.9653
baxesmi01,146,86.0,146,128,0,0,0,62,0,66,0,0,0,0,0.0,15.0,13.0,1.0144
baxtemi01,232,91.0,232,137,0,0,3,0,0,0,40,1,95,134,2.0,113.0,2.0,0.8908999999999998
baxtemo01,6,,6,6,0,0,6,0,0,0,0,0,0,0,,,,0.0
bayha01,675,,675,675,0,0,0,0,0,0,65,580,20,665,,,,0.4148999999999998
bayja01,1278,1219.0,1278,1254,0,0,0,0,0,0,1208,41,26,1254,5.0,32.0,7.0,0.17539999999999978
bayledi01,19,,19,19,0,0,0,0,0,0,0,2,17,19,,,,0.3368000000000002
baylijo01,61,0.0,46,61,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
baylodo01,2292,2145.0,2292,948,0,0,148,0,0,0,625,34,201,822,1287.0,126.0,13.0,1.1561
baynebi01,199,55.0,199,199,199,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bazaryo01,25,8.0,12,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beachbr01,49,48.0,48,48,48,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
beachja01,8,,8,8,0,0,0,0,0,0,1,0,7,8,,,,0.3952
beallbo01,148,41.0,148,57,0,0,51,0,0,0,6,2,0,8,0.0,90.0,5.0,0.4394
bealljo01,58,44.0,58,46,0,0,0,0,0,0,14,18,14,46,0.0,12.0,0.0,1.4831
beallwa01,36,12.0,36,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bealsto01,123,,123,123,0,13,0,56,0,2,9,23,28,60,,,,1.7156
beamal01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,,,0.0
beamer01,10,,10,10,9,0,0,0,0,0,1,0,0,1,,,,0.32089999999999996
beamoch01,28,5.0,28,27,27,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
beamoch02,45,9.0,45,12,0,0,10,0,0,0,2,0,0,2,15.0,20.0,15.0,0.5125000000000002
beamotr01,95,27.0,95,38,0,0,0,0,0,0,22,0,17,38,11.0,54.0,2.0,0.9948000000000001
beamtj01,52,0.0,34,52,52,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beanbe01,86,8.0,86,86,86,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beanbi01,272,96.0,272,202,0,0,32,0,0,0,69,55,62,175,1.0,85.0,21.0,1.7466
beanco01,6,0.0,1,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beanebi01,148,77.0,148,117,0,1,4,0,1,0,75,7,33,112,9.0,29.0,17.0,1.112
beanjo01,50,,50,50,0,0,0,0,0,50,0,0,0,0,,,,0.0
beardda01,172,3.0,12,172,172,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beardge01,212,84.0,212,194,193,0,1,0,0,0,0,0,0,0,0.0,19.0,1.0,0.01739999999999986
beardmi01,74,2.0,74,74,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beardol01,331,,331,331,0,0,0,0,70,261,0,0,0,0,,,,0.6286999999999998
beardra01,13,10.0,13,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beardte01,194,113.0,194,152,0,0,0,0,0,0,23,61,71,152,0.0,34.0,19.0,1.3295
bearega01,23,11.0,0,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bearnla01,173,7.0,173,173,173,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bearske01,3,3.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beaslch01,22,0.0,0,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beaslle01,25,8.0,25,18,0,0,0,0,0,0,14,0,4,18,2.0,3.0,6.0,0.6547999999999998
beatied01,114,,114,114,109,0,0,0,0,2,0,2,0,3,,,,0.11859999999999982
beatlda01,1,,1,1,0,1,0,0,0,0,1,0,1,1,,,,1.5
beatope01,84,0.0,66,84,84,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beattbl01,7,1.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beattde01,2,1.0,2,2,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,1.0157
beattji01,203,181.0,1,203,203,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beaucji01,393,131.0,393,183,0,0,106,0,0,0,48,28,3,79,0.0,223.0,13.0,1.235
beaumgi01,1463,,1463,1463,0,0,2,0,0,0,18,1380,8,1407,,,,0.06689999999999996
beavabl01,54,44.0,1,54,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beaveed01,13,,13,13,0,0,0,13,0,1,1,0,0,1,,,,0.43679999999999986
beazljo01,76,46.0,76,76,76,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
becanbu01,12,,12,12,11,0,0,0,1,0,0,0,0,0,,,,0.27
bechlst01,3,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bechtge01,221,,221,221,30,0,1,0,3,0,15,10,169,192,,,,0.8370000000000002
beckbo01,266,101.0,266,265,265,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
beckch01,18,0.0,2,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckch02,26,1.0,2,26,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckcl01,468,419.0,468,447,0,0,0,154,175,125,0,0,0,0,0.0,16.0,6.0,1.4795
beckebe01,879,454.0,879,799,0,0,2,0,0,0,256,193,321,760,0.0,60.0,14.0,1.4599
beckebo01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,,,0.0
beckech01,15,5.0,15,15,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckegl01,1320,1243.0,1320,1245,0,0,0,1239,5,1,0,1,0,1,0.0,75.0,1.0,0.018899999999999917
beckehe01,55,,55,55,0,53,0,0,0,0,0,0,0,0,,,,0.0
beckehe02,152,85.0,152,89,0,0,89,0,0,0,0,0,0,0,0.0,46.0,0.0,0.0
beckejo01,40,16.0,40,27,0,27,0,0,0,0,0,0,0,0,0.0,14.0,0.0,0.0
beckejo02,335,332.0,153,335,335,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckema01,17,16.0,17,16,0,0,0,0,0,0,0,16,1,16,0.0,1.0,0.0,0.19309999999999983
becker01,232,,232,232,0,0,42,170,0,2,3,0,8,11,,,,0.7587999999999999
beckeri01,789,551.0,789,698,0,0,0,0,0,0,104,476,161,698,12.0,146.0,20.0,1.0686
beckero01,7,0.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckfr01,8,,8,8,5,0,0,0,0,0,0,0,4,4,,,,1.0
beckfr02,633,327.0,633,605,0,0,332,0,0,0,29,173,64,266,0.0,31.0,0.0,1.2729
beckge01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckhgo01,953,842.0,953,913,0,0,0,694,209,24,0,0,0,0,9.0,50.0,16.0,0.7480000000000002
beckhti01,151,103.0,151,121,0,0,6,60,8,54,0,0,0,0,16.0,29.0,8.0,1.2785
becklja01,2389,,2389,2389,1,0,2380,1,0,0,2,3,1,6,,,,0.011299999999999866
beckmbi01,90,44.0,90,90,90,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckmji01,10,1.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckri01,3,3.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckro01,704,0.0,579,704,704,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckwjo01,229,5.0,131,229,229,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beckzi01,291,253.0,291,274,0,0,6,3,241,25,0,0,1,1,0.0,15.0,0.0,0.4146000000000001
becquju01,488,172.0,488,248,2,0,240,0,0,0,6,0,1,6,0.0,280.0,5.0,0.12110000000000021
bedarer01,241,230.0,35,241,241,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bedelho01,67,29.0,67,45,0,0,0,0,0,0,44,2,0,45,0.0,21.0,8.0,0.14380000000000015
bedfoge01,2,0.0,2,2,0,0,0,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0
bedgoph01,10,3.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bediehu01,179,102.0,179,179,179,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bednaan01,5,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bedroca01,96,0.0,8,96,96,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bedrost01,732,46.0,676,732,732,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
beebefr01,204,20.0,204,202,202,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
beeched01,283,,283,283,1,0,3,0,0,0,190,28,62,280,,,,1.0028
beeched02,11,,11,11,0,0,0,0,0,0,3,8,0,11,,,,0.7675999999999998
beechma01,53,53.0,49,53,53,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beechro01,5,,5,5,4,0,0,0,0,0,0,0,0,0,,,,0.0
beeleda01,5,5.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beelejo01,3,0.0,3,2,0,0,0,1,1,0,0,0,0,0,0.0,1.0,2.0,1.0157
beenean01,6,3.0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beenefr01,115,6.0,39,112,112,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0
beerscl01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beggsjo01,238,41.0,238,238,238,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
begleed01,48,,48,48,46,0,0,0,0,0,0,2,4,6,,,,0.37829999999999986
beglege01,5,,5,5,0,3,0,0,0,0,0,0,2,2,,,,0.9653
begleji01,2,2.0,2,2,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
behanpe01,44,24.0,44,40,40,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
behelst01,68,,68,68,0,0,0,0,0,0,35,33,0,68,,,,1.0146
behenri01,26,17.0,14,26,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
behneme01,5,1.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
behrmha01,174,27.0,174,174,174,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beimejo01,677,23.0,543,676,676,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
beirnke01,46,4.0,15,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bejmaol01,317,222.0,317,244,0,0,0,174,24,42,0,0,9,9,0.0,52.0,6.0,0.9470999999999998
belanma01,2016,1691.0,2016,1968,0,0,0,27,2,1942,0,0,0,0,0.0,22.0,85.0,0.04939999999999989
belarwa01,263,133.0,263,151,0,0,149,0,0,0,2,0,1,2,0.0,121.0,0.0,0.06630000000000003
belchke01,16,3.0,16,9,0,0,0,0,0,0,2,5,2,9,0.0,2.0,9.0,1.2679
belchti01,394,373.0,201,394,394,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beldeir01,8,,8,8,0,0,0,0,0,0,0,0,8,8,,,,0.0
belfimi01,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belinbo01,148,102.0,148,146,146,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0
belinst01,586,0.0,428,586,586,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belisma01,599,44.0,577,598,598,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
belisro01,341,0.0,266,341,341,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belitto01,13,0.0,8,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belivje01,58,0.0,27,58,58,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belkti01,7,4.0,7,6,0,0,6,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
bellaan01,17,0.0,0,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellast01,60,,60,60,0,0,0,3,43,10,0,6,0,6,,,,0.9685000000000001
bellaze01,52,21.0,52,30,0,0,1,0,0,0,12,0,17,29,0.0,26.0,1.0,1.0616
bellbe01,767,669.0,767,679,0,0,86,0,5,0,68,0,533,598,0.0,66.0,0.0,0.7336
bellbi01,5,1.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellbu01,2405,2329.0,2405,2340,0,0,12,1,2183,41,11,64,66,136,24.0,59.0,1.0,0.27490000000000014
bellch01,13,,13,13,12,0,0,0,0,0,1,0,0,1,,,,0.2501000000000002
bellda01,1403,1276.0,1403,1386,0,0,16,413,986,20,1,0,0,1,1.0,40.0,3.0,0.8812000000000002
bellde01,1210,1133.0,1210,1181,1,0,0,0,19,0,37,325,814,1163,2.0,30.0,11.0,0.9203000000000001
belleal01,1539,1527.0,1539,1310,0,0,0,0,0,0,1017,0,297,1310,223.0,10.0,0.0,0.6638999999999999
beller01,68,34.0,10,68,68,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellfe01,89,65.0,89,68,0,0,0,0,1,0,18,42,8,67,0.0,14.0,5.0,1.1416
bellfr01,10,,10,10,0,5,0,0,2,0,0,3,1,4,,,,1.5377
bellga01,521,233.0,521,519,519,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
bellge01,160,12.0,160,160,160,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellge02,1587,1546.0,1587,1228,0,0,0,1,8,0,1124,0,114,1228,340.0,26.0,9.0,0.31930000000000014
bellgu01,1741,1582.0,1741,1643,0,0,0,0,0,0,161,815,684,1643,0.0,128.0,0.0,1.2309
bellhe01,590,0.0,549,590,590,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellhi01,221,47.0,221,221,221,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellhma01,731,519.0,731,619,0,0,41,350,221,31,1,3,4,8,12.0,128.0,23.0,1.2587
bellicl01,183,83.0,183,170,0,0,26,22,51,9,32,36,7,73,5.0,12.0,30.0,2.1323
bellira01,1154,694.0,1154,1064,0,0,0,172,11,895,0,0,0,0,0.0,47.0,101.0,0.5276000000000001
belliro01,1484,1244.0,1484,1341,0,0,67,1190,105,10,0,0,0,0,3.0,178.0,18.0,0.4356
bellja01,2063,1911.0,2063,1991,0,0,18,406,67,1515,0,0,0,0,10.0,88.0,5.0,0.7467999999999999
bellje01,69,28.0,33,69,69,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belljo01,100,70.0,100,84,0,0,0,0,83,0,1,0,1,2,5.0,12.0,2.0,0.07909999999999995
belljo02,45,33.0,45,36,0,0,23,0,0,0,0,0,16,16,0.0,12.0,0.0,0.9750000000000001
bellju01,329,231.0,329,285,0,0,0,156,4,133,1,1,2,4,11.0,23.0,37.0,1.0761
bellke01,297,208.0,297,287,0,0,0,0,276,10,2,0,0,2,6.0,9.0,18.0,0.1387999999999998
bellle01,896,844.0,896,874,0,0,2,1,828,45,0,0,0,0,0.0,28.0,0.0,0.18089999999999984
bellmi01,53,12.0,53,38,0,0,38,0,0,0,0,0,0,0,0.0,16.0,5.0,0.0
bellmi02,19,4.0,19,13,0,0,0,0,13,0,0,0,0,0,0.0,9.0,1.0,0.0
bellmja01,1,,1,1,0,1,0,0,0,0,0,0,0,0,,,,0.0
belloed01,8,3.0,8,6,0,6,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
belloro01,81,52.0,81,71,0,0,0,5,11,55,0,0,0,0,0.0,6.0,5.0,0.71
bellra01,3,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellro01,151,108.0,39,151,151,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bellru01,17,,17,17,0,0,0,0,0,0,12,0,5,17,,,,0.8100999999999998
bellte01,9,0.0,9,8,0,8,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
belltr01,54,11.0,8,54,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
belowdu01,43,3.0,2,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beltbr01,712,623.0,712,681,0,0,643,0,0,0,52,0,2,54,0.0,49.0,5.0,0.25260000000000016
beltrad01,2720,2663.0,2720,2625,0,0,0,1,2624,7,0,0,0,0,84.0,17.0,5.0,0.010200000000000209
beltrca01,2457,2381.0,2457,2196,0,0,1,0,0,0,2,1572,630,2196,203.0,69.0,1.0,0.7982999999999998
beltren01,22,10.0,22,16,0,0,0,0,0,0,5,5,6,16,3.0,2.0,7.0,1.4912
beltres01,186,110.0,186,174,0,0,0,24,19,134,0,0,0,0,5.0,5.0,18.0,0.7682000000000002
beltrfr01,67,0.0,52,67,67,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beltrom01,2,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
beltrri01,78,5.0,76,78,78,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
bemisha01,704,,704,704,0,588,28,7,2,0,0,0,2,2,,,,0.20690000000000008
benarma01,891,566.0,891,705,0,0,0,0,0,0,102,456,239,705,3.0,220.0,5.0,1.1929
benavfr01,219,134.0,219,203,0,0,4,95,11,105,0,0,0,0,0.0,27.0,6.0,1.1843
benchjo01,2158,2003.0,2158,2079,0,1743,146,0,195,0,55,2,55,111,0.0,133.0,0.0,0.6781999999999999
bendech01,507,133.0,507,506,459,0,6,1,1,0,1,4,0,5,0.0,2.0,0.0,0.09269999999999978
benedar01,3,,3,3,0,0,0,3,0,0,0,0,0,0,,,,0.0
benedbr01,982,892.0,982,971,0,971,0,0,0,0,0,0,0,0,0.0,16.0,3.0,0.0
benesal01,115,70.0,107,115,115,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
benesan01,405,387.0,385,403,403,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
benesjo01,10,3.0,10,9,0,0,0,2,1,6,0,0,0,0,0.0,0.0,1.0,1.0
bengera01,353,248.0,353,346,346,0,0,0,0,0,0,0,0,0,0.0,0.0,7.0,0.0
bengobe01,411,322.0,411,398,0,398,0,0,0,0,0,0,0,0,0.0,11.0,0.0,0.0
beninan01,34,30.0,34,32,0,0,0,0,0,0,29,5,0,32,0.0,3.0,0.0,0.45829999999999993
beniqju01,1500,1157.0,1500,1299,0,0,68,1,50,43,296,732,189,1157,111.0,161.0,41.0,1.4404
benitar01,762,0.0,513,762,762,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
benitya01,169,109.0,169,132,0,0,0,0,0,0,86,4,44,132,2.0,45.0,1.0,0.9638
benjami01,817,500.0,817,744,1,0,16,184,199,374,0,0,1,1,4.0,59.0,85.0,1.4266
benjast01,242,176.0,242,195,0,0,24,2,6,0,9,56,111,170,0.0,19.0,9.0,1.3704
bennech01,1062,,1062,1062,0,954,4,23,27,6,25,25,20,70,,,,0.4033000000000002
benneda01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennede01,182,127.0,182,182,182,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
benneer01,25,0.0,0,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennefr01,5,1.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennefr02,39,19.0,39,22,0,0,0,0,0,0,2,0,20,22,0.0,18.0,0.0,0.2932999999999999
bennega01,587,475.0,587,559,0,558,2,0,0,0,0,0,0,0,0.0,42.0,6.0,0.01200000000000001
bennehe01,312,187.0,312,200,0,0,0,0,0,0,101,21,81,200,0.0,103.0,6.0,1.2388
benneik01,55,,55,55,0,0,0,0,0,0,49,3,3,55,,,,0.3595999999999999
benneje01,179,6.0,159,179,179,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennejo01,1,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
bennejo02,7,3.0,4,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennepu01,240,,240,240,0,0,0,236,3,0,0,0,0,0,,,,0.042100000000000026
bennesh01,83,1.0,78,83,83,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bennhe01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
benoijo01,713,55.0,145,713,713,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bensoal01,2,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bensojo01,21,19.0,21,20,0,0,0,0,0,0,11,2,7,20,1.0,1.0,1.0,1.1891
bensokr01,208,200.0,165,206,206,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0
bensove01,55,23.0,55,30,0,0,0,0,24,0,6,0,0,6,0.0,13.0,11.0,0.6000000000000001
bentlcy01,23,,23,23,18,0,0,0,0,0,0,0,9,9,,,,0.8786999999999998
bentlja01,287,149.0,287,198,138,0,59,0,0,0,0,0,3,3,0.0,82.0,0.0,0.8601999999999999
bentoal01,455,167.0,455,455,455,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bentobu01,51,28.0,51,39,0,39,0,0,0,0,0,0,0,0,0.0,12.0,3.0,0.0
bentola01,462,261.0,462,455,455,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.0
bentora01,6,5.0,6,5,0,0,0,5,0,0,0,0,0,0,0.0,1.0,0.0,0.0
bentoru01,437,309.0,437,437,437,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bentosi01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
bentzch01,40,0.0,39,40,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
benzito01,924,677.0,924,782,0,0,622,0,1,0,69,5,123,192,2.0,181.0,4.0,0.7637999999999998
benzjo01,251,162.0,251,251,251,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
berarjo01,912,767.0,912,832,0,0,26,454,90,266,1,0,0,1,0.0,72.0,10.0,1.267
berbelo01,448,334.0,448,367,0,367,0,0,0,0,0,0,0,0,0.0,89.0,1.0,0.0
berblje01,7,1.0,7,4,0,0,0,4,0,0,0,0,0,0,0.0,2.0,1.0,0.0
bereja01,211,203.0,91,211,211,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
