Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Carl Sandburg Home,National Historic Site,North Carolina,1979,"34,062",0
Carl Sandburg Home,National Historic Site,North Carolina,1980,"37,160",0
Carl Sandburg Home,National Historic Site,North Carolina,1981,"44,059",0
Carl Sandburg Home,National Historic Site,North Carolina,1982,"50,216",0
Carl Sandburg Home,National Historic Site,North Carolina,1983,"46,673",0
Carl Sandburg Home,National Historic Site,North Carolina,1984,"48,756",0
Carl Sandburg Home,National Historic Site,North Carolina,1985,"53,689",0
Carl Sandburg Home,National Historic Site,North Carolina,1986,"61,346",0
Carl Sandburg Home,National Historic Site,North Carolina,1987,"55,196",0
Carl Sandburg Home,National Historic Site,North Carolina,1988,"57,863",0
Carl Sandburg Home,National Historic Site,North Carolina,1989,"55,435",0
Carl Sandburg Home,National Historic Site,North Carolina,1990,"54,568",0
Carl Sandburg Home,National Historic Site,North Carolina,1991,"65,157",0
Carl Sandburg Home,National Historic Site,North Carolina,1992,"54,941",0
Carl Sandburg Home,National Historic Site,North Carolina,1993,"56,992",0
Carl Sandburg Home,National Historic Site,North Carolina,1994,"54,478",0
Carl Sandburg Home,National Historic Site,North Carolina,1995,"48,634",0
Carl Sandburg Home,National Historic Site,North Carolina,1996,"42,879",0
Carl Sandburg Home,National Historic Site,North Carolina,1997,"41,402",0
Carl Sandburg Home,National Historic Site,North Carolina,1998,"37,911",0
Carl Sandburg Home,National Historic Site,North Carolina,1999,"36,442",0
Carl Sandburg Home,National Historic Site,North Carolina,2000,"35,240",0
Carl Sandburg Home,National Historic Site,North Carolina,2001,"34,769",0
Carl Sandburg Home,National Historic Site,North Carolina,2002,"38,052",0
Carl Sandburg Home,National Historic Site,North Carolina,2003,"32,570",0
Carl Sandburg Home,National Historic Site,North Carolina,2004,"28,372",0
Carl Sandburg Home,National Historic Site,North Carolina,2005,"26,640",0
Carl Sandburg Home,National Historic Site,North Carolina,2006,"28,799",0
Carl Sandburg Home,National Historic Site,North Carolina,2007,"28,820",0
Carl Sandburg Home,National Historic Site,North Carolina,2008,"21,233",0
Carl Sandburg Home,National Historic Site,North Carolina,2009,"83,550",0
Carl Sandburg Home,National Historic Site,North Carolina,2010,"86,740",0
Carl Sandburg Home,National Historic Site,North Carolina,2011,"89,721",0
Carl Sandburg Home,National Historic Site,North Carolina,2012,"93,429",0
Carl Sandburg Home,National Historic Site,North Carolina,2013,"81,710",0
Carl Sandburg Home,National Historic Site,North Carolina,2014,"82,377",0
Carl Sandburg Home,National Historic Site,North Carolina,2015,"72,606",0
Carl Sandburg Home,National Historic Site,North Carolina,2016,"80,696",0
Carlsbad Caverns,National Park,New Mexico,1924,"1,280",
Carlsbad Caverns,National Park,New Mexico,1925,"1,794",
Carlsbad Caverns,National Park,New Mexico,1926,"10,904",
Carlsbad Caverns,National Park,New Mexico,1927,"26,436",
Carlsbad Caverns,National Park,New Mexico,1928,"46,335",
Carlsbad Caverns,National Park,New Mexico,1929,"76,822",
Carlsbad Caverns,National Park,New Mexico,1930,"90,104",
Carlsbad Caverns,National Park,New Mexico,1931,"81,275",
Carlsbad Caverns,National Park,New Mexico,1932,"61,474",
Carlsbad Caverns,National Park,New Mexico,1933,"53,768",
Carlsbad Caverns,National Park,New Mexico,1934,"88,349",
Carlsbad Caverns,National Park,New Mexico,1935,"113,753",
Carlsbad Caverns,National Park,New Mexico,1936,"148,129",
Carlsbad Caverns,National Park,New Mexico,1937,"201,333",
Carlsbad Caverns,National Park,New Mexico,1938,"205,765",
Carlsbad Caverns,National Park,New Mexico,1939,"212,348",
Carlsbad Caverns,National Park,New Mexico,1940,"236,653",
Carlsbad Caverns,National Park,New Mexico,1941,"285,418",
Carlsbad Caverns,National Park,New Mexico,1942,"124,809",
Carlsbad Caverns,National Park,New Mexico,1943,"89,128",
Carlsbad Caverns,National Park,New Mexico,1944,"122,467",
Carlsbad Caverns,National Park,New Mexico,1945,"193,237",
Carlsbad Caverns,National Park,New Mexico,1946,"380,465",
Carlsbad Caverns,National Park,New Mexico,1947,"405,266",
Carlsbad Caverns,National Park,New Mexico,1948,"435,481",
Carlsbad Caverns,National Park,New Mexico,1949,"431,187",
Carlsbad Caverns,National Park,New Mexico,1950,"467,283",
Carlsbad Caverns,National Park,New Mexico,1951,"493,618",
Carlsbad Caverns,National Park,New Mexico,1952,"531,751",
Carlsbad Caverns,National Park,New Mexico,1953,"510,318",
Carlsbad Caverns,National Park,New Mexico,1954,"444,300",
Carlsbad Caverns,National Park,New Mexico,1955,"466,200",
Carlsbad Caverns,National Park,New Mexico,1956,"455,000",
Carlsbad Caverns,National Park,New Mexico,1957,"451,100",
Carlsbad Caverns,National Park,New Mexico,1958,"435,200",
Carlsbad Caverns,National Park,New Mexico,1959,"483,900",
Carlsbad Caverns,National Park,New Mexico,1960,"537,000",
Carlsbad Caverns,National Park,New Mexico,1961,"590,000",
Carlsbad Caverns,National Park,New Mexico,1962,"556,000",
Carlsbad Caverns,National Park,New Mexico,1963,"586,600",
Carlsbad Caverns,National Park,New Mexico,1964,"588,000",
Carlsbad Caverns,National Park,New Mexico,1965,"591,000",
Carlsbad Caverns,National Park,New Mexico,1966,"604,800",
Carlsbad Caverns,National Park,New Mexico,1967,"630,800",
Carlsbad Caverns,National Park,New Mexico,1968,"668,400",
Carlsbad Caverns,National Park,New Mexico,1969,"672,900",
Carlsbad Caverns,National Park,New Mexico,1970,"712,700",
Carlsbad Caverns,National Park,New Mexico,1971,"791,600",
Carlsbad Caverns,National Park,New Mexico,1972,"856,086",
Carlsbad Caverns,National Park,New Mexico,1973,"840,100",
Carlsbad Caverns,National Park,New Mexico,1974,"672,400",
Carlsbad Caverns,National Park,New Mexico,1975,"790,000",
Carlsbad Caverns,National Park,New Mexico,1976,"876,500",
Carlsbad Caverns,National Park,New Mexico,1977,"862,800",
Carlsbad Caverns,National Park,New Mexico,1978,"867,277",
Carlsbad Caverns,National Park,New Mexico,1979,"721,647",0
Carlsbad Caverns,National Park,New Mexico,1980,"672,963",0
Carlsbad Caverns,National Park,New Mexico,1981,"771,766",0
Carlsbad Caverns,National Park,New Mexico,1982,"781,963",0
Carlsbad Caverns,National Park,New Mexico,1983,"712,247",0
Carlsbad Caverns,National Park,New Mexico,1984,"712,989",0
Carlsbad Caverns,National Park,New Mexico,1985,"732,482",0
Carlsbad Caverns,National Park,New Mexico,1986,"752,552",0
Carlsbad Caverns,National Park,New Mexico,1987,"781,300",0
Carlsbad Caverns,National Park,New Mexico,1988,"786,135",0
Carlsbad Caverns,National Park,New Mexico,1989,"792,378",0
Carlsbad Caverns,National Park,New Mexico,1990,"747,016",0
Carlsbad Caverns,National Park,New Mexico,1991,"679,450",0
Carlsbad Caverns,National Park,New Mexico,1992,"688,742",0
Carlsbad Caverns,National Park,New Mexico,1993,"687,161",0
Carlsbad Caverns,National Park,New Mexico,1994,"617,087",0
Carlsbad Caverns,National Park,New Mexico,1995,"588,609",0
Carlsbad Caverns,National Park,New Mexico,1996,"557,217",0
Carlsbad Caverns,National Park,New Mexico,1997,"540,797",0
